Wall time,Step,Value
1662595151.488083,0,3.038397789001465
1662595155.616145,1,3.0772924423217773
1662595157.1044042,2,2.794757843017578
1662595158.5811102,3,2.9513258934020996
1662595160.0397954,4,3.1009161472320557
1662595161.4942431,5,3.0956919193267822
1662595162.9808881,6,2.7536704540252686
1662595164.4702547,7,3.407310724258423
1662595165.9210784,8,3.1218316555023193
1662595167.4264083,9,3.101330518722534
1662595168.8947253,10,2.9890990257263184
1662595170.3281095,11,3.069668769836426
1662595171.756684,12,3.020705223083496
1662595173.199699,13,3.0190343856811523
1662595174.658741,14,3.146815776824951
1662595176.1413944,15,3.39262056350708
1662595177.636432,16,3.2196431159973145
1662595179.101918,17,3.2898831367492676
1662595180.5730507,18,3.3182485103607178
1662595182.0859044,19,3.2086589336395264
1662595183.5396612,20,3.3059489727020264
1662595185.022686,21,3.368410348892212
1662595186.4664083,22,3.3820338249206543
1662595187.9312284,23,3.407400131225586
1662595189.4075577,24,3.623682975769043
1662595190.8642316,25,3.3825011253356934
1662595192.3182611,26,3.227588415145874
1662595193.7884138,27,2.9969377517700195
1662595195.3017085,28,2.9328463077545166
1662595196.8068917,29,2.768768072128296
1662595198.227415,30,2.759060859680176
1662595199.6721013,31,2.4233474731445312
1662595201.1561549,32,2.2889046669006348
1662595202.661563,33,2.0567164421081543
1662595204.1345387,34,1.7609964609146118
1662595205.5755138,35,1.7873529195785522
1662595207.062245,36,1.4511727094650269
1662595208.534668,37,1.6383161544799805
1662595209.9394639,38,1.5030543804168701
1662595211.4122674,39,1.3272550106048584
1662595212.8771791,40,1.1170004606246948
1662595214.3830824,41,1.046882152557373
1662595215.8861365,42,0.8833622336387634
1662595217.3646212,43,0.8528774380683899
1662595218.7684631,44,0.7417420744895935
1662595220.2395499,45,0.74393230676651
1662595221.7369442,46,0.6664785146713257
1662595223.257433,47,0.6090079545974731
1662595224.7737756,48,0.5787234306335449
1662595226.2537756,49,0.517916202545166
1662595227.7342236,50,0.45017576217651367
1662595229.1862707,51,0.41421836614608765
1662595230.6104927,52,0.4011754095554352
1662595232.0104804,53,0.35963910818099976
1662595233.4824224,54,0.36436060070991516
1662595234.9623787,55,0.3411995768547058
1662595236.4280698,56,0.3545948266983032
1662595237.8822765,57,0.28530383110046387
1662595239.3398786,58,0.27618658542633057
1662595240.8224568,59,0.31468260288238525
1662595242.2582564,60,0.2692743241786957
1662595243.7166667,61,0.27625423669815063
1662595245.160144,62,0.2820935845375061
1662595246.6457746,63,0.2736208736896515
1662595248.0393143,64,0.2551611661911011
1662595249.4979658,65,0.2391231209039688
1662595250.9960237,66,0.2165217250585556
1662595252.4535117,67,0.2516808807849884
1662595253.8868449,68,0.23381327092647552
1662595255.2903357,69,0.21928416192531586
1662595256.774458,70,0.21053624153137207
1662595258.2098646,71,0.22185741364955902
1662595259.6843903,72,0.22638662159442902
1662595261.097145,73,0.20639757812023163
1662595262.4826446,74,0.2417573630809784
1662595263.9119792,75,0.21846899390220642
1662595265.3632839,76,0.20679619908332825
1662595266.824781,77,0.23458775877952576
1662595268.2742171,78,0.25292202830314636
1662595269.7439315,79,0.21811018884181976
1662595271.1986167,80,0.22373975813388824
1662595272.6564052,81,0.20916594564914703
1662595274.141997,82,0.20314016938209534
1662595275.6364267,83,0.19882670044898987
1662595277.060371,84,0.24122773110866547
1662595278.536022,85,0.19925005733966827
1662595279.9840927,86,0.20557038486003876
1662595281.3944998,87,0.2149185836315155
1662595282.8748536,88,0.20759157836437225
1662595284.314513,89,0.25677192211151123
1662595285.7800462,90,0.21994903683662415
1662595287.2413995,91,0.2284626066684723
1662595288.711831,92,0.18356509506702423
1662595290.2116623,93,0.20734509825706482
1662595291.6777637,94,0.1761149764060974
1662595293.1407173,95,0.1911008656024933
1662595294.583905,96,0.18096446990966797
1662595296.0766003,97,0.21734899282455444
1662595297.5410883,98,0.17867328226566315
1662595299.0210772,99,0.20436717569828033
1662595300.4794185,100,0.2020915001630783
1662595301.9455264,101,0.24263064563274384
1662595303.436501,102,0.24656642973423004
1662595304.8823743,103,0.20222754776477814
1662595306.35018,104,0.20601405203342438
1662595307.81821,105,0.20446521043777466
1662595309.3206367,106,0.1866762787103653
1662595310.7874022,107,0.21936088800430298
1662595312.2014236,108,0.19729138910770416
1662595313.649795,109,0.19954639673233032
1662595315.0778773,110,0.1879633218050003
1662595316.5222247,111,0.21226966381072998
1662595317.9876726,112,0.2227376103401184
1662595319.4691658,113,0.20477402210235596
1662595320.9684522,114,0.20798812806606293
1662595322.4353411,115,0.20112618803977966
1662595323.89669,116,0.2087247222661972
1662595325.327817,117,0.18646439909934998
1662595326.7757049,118,0.2014833688735962
1662595328.2409105,119,0.22957444190979004
1662595329.7378707,120,0.19807185232639313
1662595331.213253,121,0.20023158192634583
1662595332.6420789,122,0.1836530715227127
1662595334.0839438,123,0.1908668577671051
1662595335.5342581,124,0.196175679564476
1662595337.0055163,125,0.19747373461723328
1662595338.466999,126,0.2156008780002594
1662595339.9346943,127,0.1891014724969864
1662595341.4049253,128,0.20444582402706146
1662595342.8731356,129,0.21103619039058685
1662595344.3227797,130,0.19100601971149445
1662595345.788994,131,0.194878950715065
1662595347.2462971,132,0.20040497183799744
1662595348.7071078,133,0.18207769095897675
1662595350.183571,134,0.19229361414909363
1662595351.6180193,135,0.18866120278835297
1662595353.0707545,136,0.20025001466274261
1662595354.486738,137,0.20190995931625366
1662595355.9285436,138,0.22325541079044342
1662595357.4007132,139,0.17890752851963043
1662595358.875439,140,0.19150008261203766
