Wall time,Step,Value
1664301802.673182,0,-0.6986603736877441
1664301809.2308345,1,-0.704410195350647
1664301811.4158654,2,-0.6992672681808472
1664301813.6594567,3,-0.7080717086791992
1664301815.9844348,4,-0.705486536026001
1664301818.1710465,5,-0.6971955299377441
1664301820.3848507,6,-0.7079475522041321
1664301822.6051486,7,-0.703270673751831
1664301824.8505325,8,-0.7077794075012207
1664301827.0838377,9,-0.6973935961723328
1664301829.29752,10,-0.6939641237258911
1664301831.5324576,11,-0.7047945261001587
1664301833.7657719,12,-0.7073014974594116
1664301835.9866781,13,-0.6980984210968018
1664301838.221212,14,-0.6974729299545288
1664301840.4194674,15,-0.7026551961898804
1664301842.6566956,16,-0.7039757370948792
1664301844.8901417,17,-0.7066553831100464
1664301847.089995,18,-0.7054436802864075
1664301849.3318825,19,-0.6989981532096863
1664301851.5464735,20,-0.7079452276229858
1664301853.7926579,21,-0.701552152633667
1664301856.029891,22,-0.7112683653831482
1664301858.2488246,23,-0.7086939215660095
1664301860.4864545,24,-0.7034406661987305
1664301862.8078876,25,-0.7071430683135986
1664301865.1016965,26,-0.7027172446250916
1664301867.385029,27,-0.70663982629776
1664301869.640416,28,-0.70554119348526
1664301871.8838696,29,-0.7075653076171875
1664301874.1108391,30,-0.7057163715362549
1664301876.3659067,31,-0.7003372311592102
1664301878.569108,32,-0.7068217396736145
1664301880.789718,33,-0.7062288522720337
1664301883.1055264,34,-0.700928270816803
1664301885.3200912,35,-0.7045133113861084
1664301887.6469765,36,-0.7027542591094971
1664301889.8893344,37,-0.7039362788200378
1664301892.1205163,38,-0.7047482132911682
1664301894.3518326,39,-0.7081305980682373
1664301896.6003504,40,-0.7139937877655029
1664301898.8884068,41,-0.7136576771736145
1664301901.1276937,42,-0.7169275283813477
1664301903.4534006,43,-0.7074495553970337
1664301905.8100557,44,-0.7065853476524353
1664301908.064755,45,-0.7142807245254517
1664301910.3055122,46,-0.7128372192382812
1664301912.5375204,47,-0.713489830493927
1664301914.792413,48,-0.7059028148651123
1664301917.037015,49,-0.7177452445030212
1664301919.29203,50,-0.7089241147041321
1664301921.5246415,51,-0.7165652513504028
1664301923.757087,52,-0.7201882600784302
1664301925.996961,53,-0.7174854874610901
1664301928.2320552,54,-0.7178594470024109
1664301930.456295,55,-0.7186282873153687
1664301932.7041566,56,-0.7262234091758728
1664301934.9270177,57,-0.7294554710388184
1664301937.1579208,58,-0.7274986505508423
1664301939.402943,59,-0.7273845672607422
1664301941.622211,60,-0.736548125743866
1664301943.871596,61,-0.7280622720718384
1664301946.097557,62,-0.7335883975028992
1664301948.3142478,63,-0.7404493093490601
1664301950.5439055,64,-0.7495402693748474
1664301952.7935588,65,-0.7463151812553406
1664301955.051567,66,-0.7529705762863159
1664301957.2834032,67,-0.7665162086486816
1664301959.5282185,68,-0.7656960487365723
1664301961.797513,69,-0.762138843536377
1664301964.0087316,70,-0.7667039632797241
1664301966.1949031,71,-0.770503580570221
1664301968.4310417,72,-0.7891303896903992
1664301970.6475558,73,-0.7874062657356262
1664301972.8807306,74,-0.8069201111793518
1664301975.0899613,75,-0.8152134418487549
1664301977.3103938,76,-0.8262835741043091
1664301979.5417082,77,-0.8239575028419495
1664301981.7631247,78,-0.8426126837730408
1664301984.006178,79,-0.8399446606636047
1664301986.230378,80,-0.8635768294334412
1664301988.4389133,81,-0.8681477904319763
1664301990.6804814,82,-0.8775206208229065
1664301992.882064,83,-0.8792460560798645
1664301995.1242685,84,-0.8959357142448425
1664301997.34219,85,-0.903409481048584
1664301999.5871317,86,-0.9127355813980103
1664302001.8564856,87,-0.9176930785179138
1664302004.0955055,88,-0.926268994808197
1664302006.414067,89,-0.9359827041625977
1664302008.6241405,90,-0.9325591921806335
1664302010.8534336,91,-0.958897054195404
1664302013.1831117,92,-0.9567371606826782
1664302015.461218,93,-0.9662266969680786
1664302017.738649,94,-0.9656535983085632
1664302020.265662,95,-0.9767109751701355
1664302022.5262933,96,-0.9868500828742981
1664302024.76385,97,-0.9863415956497192
1664302027.0493484,98,-0.9871010184288025
1664302029.3135931,99,-1.0013293027877808
1664302031.5818608,100,-1.0146623849868774
1664302033.8383696,101,-1.0141352415084839
1664302036.102352,102,-1.0168061256408691
1664302038.3306866,103,-1.0206469297409058
1664302040.7247186,104,-1.0276455879211426
1664302043.003655,105,-1.030961513519287
1664302045.2769272,106,-1.037095069885254
1664302047.5169923,107,-1.047857403755188
1664302049.9241529,108,-1.043471336364746
1664302052.1556787,109,-1.0580366849899292
1664302054.4050467,110,-1.0569881200790405
1664302056.6219614,111,-1.058319330215454
1664302058.8420308,112,-1.062058925628662
1664302061.0509758,113,-1.0673080682754517
1664302063.3011205,114,-1.067522406578064
1664302065.5505962,115,-1.0758732557296753
1664302067.8806207,116,-1.0755908489227295
1664302070.1953273,117,-1.0755916833877563
1664302072.4287481,118,-1.0792179107666016
1664302074.592151,119,-1.085620403289795
1664302076.8088899,120,-1.0851682424545288
1664302079.045317,121,-1.0858876705169678
1664302081.2752433,122,-1.0901401042938232
1664302083.5186658,123,-1.0905985832214355
1664302085.7836988,124,-1.0962508916854858
1664302088.0159233,125,-1.0906049013137817
1664302090.232546,126,-1.0989253520965576
1664302092.449353,127,-1.0978994369506836
1664302094.6864562,128,-1.09830904006958
1664302096.9235344,129,-1.099618911743164
1664302099.1465285,130,-1.1036187410354614
1664302101.3633215,131,-1.1046485900878906
1664302103.588857,132,-1.1038103103637695
1664302105.817154,133,-1.1037483215332031
1664302108.0375967,134,-1.1062530279159546
1664302110.2421947,135,-1.1070717573165894
1664302112.4686294,136,-1.1100698709487915
1664302114.7008865,137,-1.107551097869873
1664302116.9021876,138,-1.1102659702301025
1664302119.1068475,139,-1.1112529039382935
1664302121.3264952,140,-1.113197684288025
1664302123.5148993,141,-1.1134823560714722
1664302125.7327025,142,-1.1112035512924194
1664302127.935449,143,-1.1163175106048584
1664302130.1681495,144,-1.1136019229888916
1664302132.3865552,145,-1.1144534349441528
1664302134.562479,146,-1.1159991025924683
1664302136.7989447,147,-1.1149650812149048
1664302139.0357814,148,-1.1149886846542358
1664302141.2676163,149,-1.1148282289505005
1664302143.4709086,150,-1.1182687282562256
1664302145.7165105,151,-1.117661952972412
1664302147.957817,152,-1.1204336881637573
1664302150.1553729,153,-1.1187323331832886
1664302152.3787777,154,-1.117533564567566
1664302154.609925,155,-1.1185448169708252
1664302156.8500326,156,-1.1188039779663086
1664302159.069584,157,-1.1193948984146118
1664302161.2917955,158,-1.1209913492202759
1664302163.5199196,159,-1.1194486618041992
1664302165.733023,160,-1.1193318367004395
1664302167.961754,161,-1.1199491024017334
1664302170.151146,162,-1.1195576190948486
1664302172.369535,163,-1.1199166774749756
1664302174.5999053,164,-1.1205865144729614
1664302176.9431486,165,-1.120235562324524
1664302179.3828454,166,-1.1203778982162476
1664302181.5787468,167,-1.1204264163970947
1664302183.9463017,168,-1.1209043264389038
1664302186.2410748,169,-1.120558738708496
1664302188.5939195,170,-1.1219812631607056
1664302190.8372846,171,-1.1219356060028076
1664302193.0772376,172,-1.1209005117416382
1664302195.3291175,173,-1.121899962425232
1664302197.527502,174,-1.1211655139923096
1664302199.7575417,175,-1.1216944456100464
1664302201.999078,176,-1.1225812435150146
1664302204.2199244,177,-1.1205265522003174
1664302206.42915,178,-1.122738003730774
1664302208.6130288,179,-1.1219861507415771
1664302210.820534,180,-1.1218518018722534
1664302213.0483568,181,-1.120733380317688
1664302215.2646496,182,-1.1213462352752686
1664302217.508634,183,-1.1222193241119385
1664302219.7571647,184,-1.1219767332077026
1664302221.9599662,185,-1.1219210624694824
1664302224.1835546,186,-1.1221165657043457
1664302226.4154978,187,-1.121185302734375
1664302228.7581298,188,-1.1210436820983887
1664302231.1431227,189,-1.1221873760223389
1664302233.4940424,190,-1.1227710247039795
1664302235.785186,191,-1.122496247291565
1664302238.0264113,192,-1.122763991355896
1664302240.2484913,193,-1.1216931343078613
1664302242.4175146,194,-1.1215659379959106
1664302244.654401,195,-1.1223868131637573
1664302246.9169927,196,-1.1222271919250488
1664302249.1504002,197,-1.1224859952926636
1664302251.373646,198,-1.122588872909546
1664302253.556868,199,-1.1226950883865356
1664302255.7877848,200,-1.1224333047866821
1664302258.0135725,201,-1.1223841905593872
1664302260.2077377,202,-1.1214841604232788
1664302262.4073946,203,-1.1229902505874634
1664302264.5903718,204,-1.1224333047866821
1664302266.812654,205,-1.1219300031661987
1664302269.0299664,206,-1.1211498975753784
1664302271.235969,207,-1.1221768856048584
1664302273.4276397,208,-1.1229462623596191
1664302275.6424134,209,-1.12240469455719
1664302277.8652012,210,-1.1218633651733398
1664302280.0809822,211,-1.123217225074768
1664302282.3070304,212,-1.1227117776870728
1664302284.5322053,213,-1.122530460357666
1664302286.7592785,214,-1.122780203819275
1664302288.9803658,215,-1.1222820281982422
1664302291.1989284,216,-1.1224361658096313
1664302293.4313264,217,-1.1225298643112183
1664302295.6557064,218,-1.122769832611084
1664302297.8566976,219,-1.1223708391189575
1664302300.1179495,220,-1.12241792678833
1664302302.3843718,221,-1.1228156089782715
1664302304.5980306,222,-1.1223211288452148
1664302306.9446049,223,-1.122703194618225
1664302309.1424434,224,-1.1222305297851562
1664302311.3697581,225,-1.1219842433929443
1664302313.617069,226,-1.1239898204803467
1664302315.8501508,227,-1.1227997541427612
1664302318.0406566,228,-1.1226757764816284
1664302320.3123522,229,-1.1220273971557617
1664302322.5522583,230,-1.1230008602142334
1664302324.7998092,231,-1.1225019693374634
1664302327.011867,232,-1.1220996379852295
1664302329.1920989,233,-1.1217724084854126
1664302331.3915424,234,-1.1236140727996826
1664302333.556532,235,-1.1234933137893677
1664302335.800771,236,-1.1227046251296997
1664302337.997472,237,-1.1217774152755737
1664302340.1934824,238,-1.1216782331466675
1664302342.3916514,239,-1.1230207681655884
1664302344.5729935,240,-1.1225495338439941
1664302346.7923067,241,-1.1224335432052612
1664302348.9947193,242,-1.1213666200637817
1664302351.2105677,243,-1.1232819557189941
1664302353.4199352,244,-1.1226495504379272
1664302355.6237903,245,-1.1220886707305908
1664302357.8600085,246,-1.1227911710739136
1664302360.0741444,247,-1.1223090887069702
1664302362.2528803,248,-1.122908353805542
1664302364.4404001,249,-1.122166633605957
1664302366.6382442,250,-1.1227163076400757
1664302368.9900439,251,-1.122778058052063
1664302371.3471878,252,-1.1235082149505615
1664302373.712869,253,-1.1218888759613037
1664302375.9583368,254,-1.1220550537109375
1664302378.1929476,255,-1.1223634481430054
1664302380.5419908,256,-1.1217472553253174
1664302382.8882082,257,-1.1232049465179443
1664302385.2839186,258,-1.1226866245269775
1664302387.5647998,259,-1.1227902173995972
1664302389.8636682,260,-1.1221266984939575
1664302392.1686165,261,-1.1222624778747559
1664302394.4744318,262,-1.1227881908416748
1664302396.7859807,263,-1.1226087808609009
1664302399.102672,264,-1.1228702068328857
1664302401.424885,265,-1.1220510005950928
